REGION,DISTRICT,SUBDIS,GHS_SUBDIS,LOCALITY,FACILITY,GHS_FACILITY,TYPE,OWNERSHIP,LATITUDE,LONGITUDE,Area,Region_202,Region_201,Code,Anemia
Western,Wassa Amenfi West,Asankran Breman,Asankran Breman,Bokakore,Bokakore  Chips  Compound,Bokakore CHPS,Community Health Planning Services (CHPS) Compound,Government,5.957319,-2.507865,13842,Western,Western,"01",45.9
Western,Mpohor,Manso (Mpohor),Manso,Bowobomoden,Bomba Chip Compound,Bomba CHPS,Community Health Planning Services (CHPS) Compound,Government,5.035176,-1.813179,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Awudua,Huni Valley,Bompieso,Bompieso Health Centre,Bompieso Health Centre,Health Centre,Government,5.418118,-1.936957,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Dompim,,Bonsa/Bonsaso,Bonsa Chips Compound,,,,5.176275,-2.045266,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Essuoso,,Essikuma Bonsawire,Bonsawire Chps Compound,,,,5.239919,-1.960383,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Bonsie,Bonsie,Bonsiekrom,Bonsie  Chip Compound,Bonsie CHPS,Community Health Planning Services (CHPS) Compound,Government,5.999689,-2.412039,13842,Western,Western,"01",45.9
Western,Ellembelle,New Aiyinase,,Bonsukrom,Bonsukrom Chips Compound,,,,5.346969,-2.429431,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Anyinabrim (Wassa Amenfi Central),Anyinabrim,Bonuama,Bonuama  Poly Clinic,Bonuama CHPS,Community Health Planning Services (CHPS) Compound,Government,5.714521,-2.229482,13842,Western,Western,"01",45.9
Western,Mpohor,Adum Banso,Adum Banso,Bopp,BOPP Ltd Clinic,BOPP Ltd Clinic,Clinic,Private,5.106906,-1.912925,13842,Western,Western,"01",45.9
Western,Mpohor,Graveldo,,Botodwina,Botogyina Chps Compound,,,,5.053919,-1.696846,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Tarkwa,,Brahabebome,Brahabebome Community Clinic,,,,5.310072,-1.999209,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Bisaaso,Bisaaso,Benda,Brekum Chip Compound,Berekum CHPS,Community Health Planning Services (CHPS) Compound,Government,5.530284,-2.567592,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Bisaaso,Bisaaso,Benda,Brekum Chp Compound,Berekum CHPS,Community Health Planning Services (CHPS) Compound,Government,5.52965,-2.565364,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Dawurampong,Dawurampong,Brepro Mfante,Brepro Community  Clinic,Brepro CHPS,Community Health Planning Services (CHPS) Compound,Government,5.694088,-1.951313,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Akropong (WAE),,Gyapa(Japa),Bridge Ayepa,,,,5.848495,-2.016563,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,Effia,Effiakuma (Afra),Brite Life Clinic,Brite Life Clinic,Clinic,Private,4.918973,-1.762854,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Dixcove,Dixcove,Butre,Butre Clinic,Butre CHPS,Community Health Planning Services (CHPS) Compound,Government,4.823971,-1.918864,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Dixcove,Dixcove,Butre,Butre Reading Centre,Butre CHPS,Community Health Planning Services (CHPS) Compound,Government,4.823982,-1.918623,13842,Western,Western,"01",45.9
Western,Stma-Essikado Ketan,Diabene,,Fijai,C4C Diagnostic Hospital,,,,4.943842,-1.75213,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Dixcove,Dixcove,Cape Three Points,Cape Three Points  Chips,Cape 3 Point CHPS,Community Health Planning Services (CHPS) Compound,Government,4.748665,-2.087887,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Apremdo,,Apremdo,Charles Andzie Mensah,,,,4.905888,-1.802416,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Bogoso,,Bogoso,Charlotte Aggrey,,,,5.567279,-2.015452,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Manso Amenfi,Manso Amenfi,Chichiso  No.1,Chichiso No.1 Chps Compound,Chichiso No.1 CHPS,Community Health Planning Services (CHPS) Compound,Government,5.599268,-2.285042,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Kwesimintsim Zongo,Chief Bohari,,,,4.914939,-1.787251,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Takoradi,,Takoradi,Child Wellfare Clinic / Antinatal,,,,4.887941,-1.750851,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankran-Saa,,Tene Agyei Krom,Children'S Weighing Centre,,,,5.816498,-2.37327,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Princess,,Akatachi,Chip'S Compound,,,,4.78891,-2.108766,13842,Western,Western,"01",45.9
Western,Nzema East,Axim-Nsein,,Ayisakrom,Chip Compound,,,,4.892708,-2.213426,13842,Western,Western,"01",45.9
Western,Nzema East,Bamiankor,,Baidoo Akura,Chip Compound,,,,4.948309,-2.120312,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Agona (Ahanta West),,Aketenkye,Chip Compound,,,,4.862954,-1.927269,13842,Western,Western,"01",45.9
Western,Stma-Essikado Ketan,Diabene,,Deabene Krom,Chip Compound,,,,4.960095,-1.750581,13842,Western,Western,"01",45.9
Western,Mpohor,Adansi,,Mampong,Chip Compound,,,,5.112379,-1.729763,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Simpa,,Papa Kyerede Akura,Chip Compound,,,,5.096194,-1.956139,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Tarkwa Bremang,,Nyame Tease (Anokuwa),Chip Compound,,,,5.499506,-2.218208,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Bogoso,,Appiatse,Chip Compound,,,,5.595768,-2.057128,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Bawdie,,Abotare Ye,Chip Compound,,,,5.62825,-2.119543,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Afransie,,Tieku Nkwanta,Chip Compound,,,,5.832729,-2.094889,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Manso Amenfi,,Hiawa,Chip Compound,,,,5.621891,-2.165823,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Bisaaso,,Nyamebekyere,Chip Compound,,,,5.517708,-2.536328,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Samreboi,,Tanokrom,Chip Compound,,,,5.626722,-2.531487,13842,Western,Western,"01",45.9
Western,Nzema East,Axim-Nsein,,Axim (Upper),Chips Compound,,,,4.876051,-2.245884,13842,Western,Western,"01",45.9
Western,Shama,Aboadze Abuesi,,Inchaban(Upper),Chips Compound,,,,4.993428,-1.681596,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Saa,,Babianeha,Chips Compound,,,,5.966248,-1.997453,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Bonsie,,Daboase,Chips Compound,,,,6.097295,-2.288105,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Gravel Yard,,Gravel Yard,Chips Compound Domeabra,,,,5.389442,-2.425294,13842,Western,Western,"01",45.9
Western,Ellembelle,Eikwe,,Atuabo,Chps Compound,,,,4.981901,-2.554686,13842,Western,Western,"01",45.9
Western,Ellembelle,Nkroful,,New Aluku,Chps Compound,,,,4.993523,-2.265471,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Princess,,Mokaw(Moko),Chps Compound,,,,4.85415,-2.113271,13842,Western,Western,"01",45.9
Western,Stma-Essikado Ketan,Kwesimintim,,Ntankoful,Chps Compound,,,,4.945383,-1.765211,13842,Western,Western,"01",45.9
Western,Wassa East,Daboase,,Adiembra,Chps Compound,,,,5.162827,-1.607761,13842,Western,Western,"01",45.9
Western,Wassa East,Ateiku,,Akyempim,Chps Compound,,,,5.486253,-1.725532,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuaem (Western),,Essaman,Chps Compound,,,,5.01108,-2.084732,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Tarkwa,,Tarkwa,Chps Compound,,,,5.314008,-1.99134,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Insusiding,,Obengkrom,Chps Compound,,,,5.598626,-1.880001,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Insusiding,,Gyemakrom,Chps Compound,,,,5.663302,-1.888211,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Agona Amenfi,,Adanse,Chps Compound,,,,5.832374,-2.168678,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Adjakaa Manso,,Beposo Manhyia,Chps Compound,,,,5.902221,-2.18457,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Bekwai (Western),,Ankwaoso,Chps Compound,,,,6.142869,-2.215435,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankran Breman,,Odumase,Chps Compound,,,,5.826104,-2.479008,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankran-Saa,,Nkwantanum,Chps Compound,,,,5.822997,-2.331819,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Gravel Yard,,Gravel Yard,Chps Compound Gravel Yard,,,,5.419388,-2.461057,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Attobrakrom,,Kabre Krom,Chps Compound Kakara Krom,,,,5.638358,-2.50629,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Apowa,,Kejabil,Chps Compound Kejabil,,,,4.907328,-1.833613,13842,Western,Western,"01",45.9
Western,Shama,Aboadze Abuesi,,Abuesi,Chps Compund,,,,4.987504,-1.641889,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Aboso (Prestea-Huni Valley),Aboso,Aboso,Christ The Saviour  Maternity  Home,Aboso Ebenezer Maternity Home,Maternity Home,Private,5.367262,-1.943909,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Apremdo,,Kwesimintsim Zongo,Christian Faith Church,,,,4.90942,-1.789817,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Kokompe,,Takoradi,Christian Kwasivie Dzakpasu,,,,4.897935,-1.763994,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Manso Amenfi,Sekyere Krobo,Abora Krom,Church Of Penticost,Glory of God Maternity Home,Maternity Home,Private,5.648427,-2.203828,13842,Western,Western,"01",45.9
Western,Jomoro,Elubo,,Elubo Cocoa Town,Clinic,,,,5.316387,-2.76458,13842,Western,Western,"01",45.9
Western,Ellembelle,Tebakrom,,Wodiesie,Clinic,,,,5.267633,-2.342108,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Dixcove,,New Akwadaa,Clinic,,,,4.759989,-2.03537,13842,Western,Western,"01",45.9
Western,Wassa East,Ateiku,,Osenso,Clinic,,,,5.623168,-1.717896,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Agona Amenfi,,Kofiekrom,Clinic,,,,5.802706,-2.256666,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Attobrakrom,,Abekoase,Clinic,,,,5.648953,-2.515678,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Bondaye,Huni Valley,Bepoase,Clinic  Structure 2,Kurantin No. 1 & 2 CHPS,Community Health Planning Services (CHPS) Compound,Government,5.330689,-2.145661,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Agona Amenfi,,Asrewade,Clinic (Philomina Nsiah),,,,5.844498,-2.203305,13842,Western,Western,"01",45.9
Western,Nzema East,Tebakrom,Tebakrom,Gyamfikrom,Clinic Dibolase,Dibolaase CHPS,Community Health Planning Services (CHPS) Compound,Government,5.328362,-2.289062,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Anakum,,Supanso,Clinic Sureso,,,,5.735766,-2.37759,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Bisaaso,,Ohia Mpe Anika Krom,Close T0 Chip Compound,,,,5.467681,-2.576488,13842,Western,Western,"01",45.9
Western,Mpohor,Mpohor,,Sentiaw,Cobinnah,,,,4.952387,-1.943658,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Apowa,Apowa,Kejabil,Cocoa Clinic,Cocoa Clinic - Kajebir,Maternity Home,Private,4.90869,-1.829431,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Nananko,,Nkonya,Cocoashed,,,,5.931169,-1.923275,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Bawdie,,Dompim Bawdie,Collintak Scan,,,,5.633047,-2.095308,13842,Western,Western,"01",45.9
Western,Wassa East,Ateiku,,Senchem,Comfort Agyepoma,,,,5.476025,-1.654516,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Anyinabrim (Wassa Amenfi Central),,Asundua,Comfort Menkah,,,,5.696984,-2.163795,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Bisaaso,,Benda,Comfort Nogane,,,,5.557167,-2.567498,13842,Western,Western,"01",45.9
Western,Nzema East,Gwira Banso,Atobiase,New Abelebo (Near Dominase),Community    Clinic,Akutuase Community Clinic,Clinic,Government,5.037193,-2.228182,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Wassa Dunkwa,Atobiase,Samreboi Nkwanta,Community  Chip Compound,Akutuase Community Clinic,Clinic,Government,5.771578,-2.486934,13842,Western,Western,"01",45.9
Western,Ellembelle,Eikwe,,Sanzule,Community  Clinic,,,,4.962931,-2.454823,13842,Western,Western,"01",45.9
Western,Jomoro,Half Assini,,Ahobre No.2,Community Centre,,,,5.034702,-2.809545,13842,Western,Western,"01",45.9
Western,Shama,Graveldo,,Kumasi,Community Centre,,,,5.029041,-1.665734,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Tarkwa,,Tarkwa,Community Centre,,,,5.313866,-1.991384,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,New Atuabo,,Borborbo,Community Centre/ Chips Compound,,,,5.328272,-1.982488,13842,Western,Western,"01",45.9
Western,Jomoro,Elubo,,Sowodazem,Community Chip Compound,,,,5.163614,-2.645812,13842,Western,Western,"01",45.9
Western,Jomoro,Elubo,,Elubo Cocoa Town,Community Clinic,,,,5.317557,-2.763206,13842,Western,Western,"01",45.9
Western,Ellembelle,Ampain,,Kamgbunli,Community Clinic,,,,4.977216,-2.415238,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Dixcove,Bisaaso,Busua,Community Clinic,Mumuni CHPS,Community Health Planning Services (CHPS) Compound,Government,4.808433,-1.937399,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Dixcove,Bisaaso,Boekrom,Community Clinic,Mumuni CHPS,Community Health Planning Services (CHPS) Compound,Government,4.836974,-2.00238,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Agona (Ahanta West),Bisaaso,Mpatase,Community Clinic,Mumuni CHPS,Community Health Planning Services (CHPS) Compound,Government,4.91195,-2.043655,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Iduapriem,,Wangara Krom,Community Clinic,,,,5.297943,-2.07244,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Anakum,Atobiase,Fulesu,Community Clinic,Akutuase Community Clinic,Clinic,Government,5.4429,-2.274888,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Asankran Breman,Atobiase,Kofi Gyankrom,Community Clinic,Akutuase Community Clinic,Clinic,Government,5.927265,-2.408552,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankran Breman,Atobiase,Odumase,Community Clinic,Akutuase Community Clinic,Clinic,Government,5.82624,-2.479163,13842,Western,Western,"01",45.9
Western,Mpohor,Manso (Mpohor),Adansi,Ningo,Community Health Post,Adansi Community Clinic,Clinic,Government,5.123931,-1.850985,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Sekondi,,New Takoradi,Community Library,,,,4.907952,-1.743281,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankran Breman,Atobiase,Moseaso,Community Quarters,Akutuase Community Clinic,Clinic,Government,5.837614,-2.507566,13842,Western,Western,"01",45.9
Western,Nzema East,Gwira Banso,Atobiase,Akango,Community Shed,Akutuase Community Clinic,Clinic,Government,5.033527,-2.23106,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,Anaji,Anaji Estate,Conner Stone Clinic,Cornerstone Clinic,Clinic,Private,4.931059,-1.780539,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Kokompe,,Takoradi,Constance Akiwumi,,,,4.899604,-1.765148,13842,Western,Western,"01",45.9
Western,Ellembelle,Nkroful,,Teleku Bokazo,Cosmos Ehonia Nda,,,,4.974836,-2.320063,13842,Western,Western,"01",45.9
Western,Jomoro,Elubo,,Amoakwasuazo,Crema House,,,,5.186739,-2.658828,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Wassa Dunkwa,Agona,Wassa Dunkwa,Cst Block A,A Lang CHPS,Community Health Planning Services (CHPS) Compound,Government,5.774354,-2.520925,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Wassa Dunkwa,,Wassa Dunkwa,Cst Block B,,,,5.774339,-2.520886,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,,Kweikuma,Ct Scan,,,,4.937042,-1.740608,13842,Western,Western,"01",45.9
Western,Wassa East,Atobiase,,Anto,Cudjoe Fie,,,,5.318371,-1.5778,13842,Western,Western,"01",45.9
Western,Wassa East,Daboase,Daboase,Daboase,Daboase Health Centre,Daboase Health Centre,Health Centre,Government,5.133815,-1.656186,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Samreboi,,Amoaku (Kojokrom),Dada Ababio' Store,,,,5.629692,-2.526815,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Manso Amenfi,,Kakra,Dada Kwajo,,,,5.507407,-2.297437,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankrangwa,,Asankragwa,Daddy Sounds,,,,5.808979,-2.439558,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Akropong (WAE),Akropong (WAE),Dadieso(New Town),Dadieso Chps Compound,Dadieso CHPS,Community Health Planning Services (CHPS) Compound,Government,5.868049,-2.005093,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Damang,Damang,Daamang,Damang Chip Compound,Damang Health Centre,Health Centre,Government,5.512999,-1.862885,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Manso Amenfi,,Wassa Bekwae,Danieal,,,,5.651282,-2.168237,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Apowa,,Kejabil,Daniel Ndede Paschen,,,,4.902793,-1.831085,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankran-Saa,,Kwabeng,Daniel Oppong'S House,,,,5.873272,-2.408419,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Oppon Valley,Oppon Valley,Darman,Darmang  Chips Zone,Darmang (WAE) CHPS,Community Health Planning Services (CHPS) Compound,Government,5.701124,-1.875668,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Dawurampong,Dawurampong,Dawurampong,Dawuranpong  Chip Compound,Dawurampong CHPS,Community Health Planning Services (CHPS) Compound,Government,5.684776,-2.0256,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,,Effia Nkwanta,Ddns Effie Josiah,,,,4.922503,-1.743079,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Anaji Estate,De-Max Super Mart,,,,4.927634,-1.772143,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Asikuma (Upper Denkyira East),Afransie,Nsuaem No 1,Deborah  Afrifa Yiadom,Adom (Wassa Amenfi East) Clinic,Clinic,Private,5.887526,-1.856927,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Bawdie,,Dompim Bawdie,Delase Dake,,,,5.633491,-2.094845,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankrangwa,,Asankragwa,Deng Mingqin Clinic,,,,5.806176,-2.446358,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Anaji Estate,Diamed Diagnostical Centre,,,,4.933429,-1.781693,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Kwesimintsim,Diascan Centre Ltd,,,,4.920656,-1.791766,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Takoradi,,Takoradi,Dis Clinic,,,,4.888844,-1.759247,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Tarkwa,,Tarkwa,Disease  Control Office,,,,5.30733,-1.985317,13842,Western,Western,"01",45.9
Western,Wassa East,Ateiku,Ateiku,Akyempim,Divine Medlab And Diagnostic Centre,Christina Adcock and Son's Christian Hospital,Hospital,Private,5.487784,-1.726324,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Nananko,Nananko,Djorbokrom,Djorboa Chps Compound,Djorboah CHPS,Community Health Planning Services (CHPS) Compound,Government,5.833453,-1.9301,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Akropong (WAE),,Wassa Akropong,Doctor Addae,,,,5.782452,-2.087805,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Tarkwa,,Tarkwa,Doctor Forson'S Hospital,,,,5.311045,-1.99171,13842,Western,Western,"01",45.9
Western,Ellembelle,Aiyinase,,Anyinase,Doctor Kharikhari 3,,,,5.049074,-2.47941,13842,Western,Western,"01",45.9
Western,Ellembelle,Aiyinase,,Anyinase,Doctor Kharikhari Annin,,,,5.049086,-2.479453,13842,Western,Western,"01",45.9
